4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,2
29,0,0,0,0,0,2,6,3,4,4,4,0,3
30,0,0,0,0,0,3,4,4,4,1,2,0,3
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,1
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,2
40,0,0,0,0,0,4,4,1,2,-1,7,0,3
41,0,0,0,0,0,1,2,-1,7,0,5,0,2
42,0,0,0,0,0,1,2,2,3,0,5,0,2
43,1,0,0,0,1,2,3,0,5,4,9,0,1
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,1
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,0
51,0,0,0,0,0,0,5,4,9,-2,-1,1,0
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,2
29,0,0,0,0,0,2,6,3,4,4,4,0,3
30,0,0,0,0,0,3,4,4,4,1,2,0,3
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,1
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,2
40,0,0,0,0,0,4,4,1,2,-1,7,0,3
41,0,0,0,0,0,1,2,-1,7,0,5,0,2
42,0,0,0,0,0,1,2,2,3,0,5,0,2
43,1,0,0,0,1,2,3,0,5,4,9,0,1
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,1
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,0
51,0,0,0,0,0,0,5,4,9,-2,-1,1,0
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,2
29,0,0,0,0,0,2,6,3,4,4,4,0,3
30,0,0,0,0,0,3,4,4,4,1,2,0,3
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,1
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,2
40,0,0,0,0,0,4,4,1,2,-1,7,0,3
41,0,0,0,0,0,1,2,-1,7,0,5,0,2
42,0,0,0,0,0,1,2,2,3,0,5,0,2
43,1,0,0,0,1,2,3,0,5,4,9,0,1
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,1
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,0
51,0,0,0,0,0,0,5,4,9,-2,-1,1,0
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,2
29,0,0,0,0,0,2,6,3,4,4,4,0,3
30,0,0,0,0,0,3,4,4,4,1,2,0,3
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,1
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,2
40,0,0,0,0,0,4,4,1,2,-1,7,0,3
41,0,0,0,0,0,1,2,-1,7,0,5,0,2
42,0,0,0,0,0,1,2,2,3,0,5,0,2
43,1,0,0,0,1,2,3,0,5,4,9,0,1
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,1
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,0
51,0,0,0,0,0,0,5,4,9,-2,-1,1,0
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,2
29,0,0,0,0,0,2,6,3,4,4,4,0,3
30,0,0,0,0,0,3,4,4,4,1,2,0,3
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,1
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,2
40,0,0,0,0,0,4,4,1,2,-1,7,0,3
41,0,0,0,0,0,1,2,-1,7,0,5,0,2
42,0,0,0,0,0,1,2,2,3,0,5,0,2
43,1,0,0,0,1,2,3,0,5,4,9,0,1
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,1
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,0
51,0,0,0,0,0,0,5,4,9,-2,-1,1,0
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,1
29,0,0,0,0,0,2,6,3,4,4,4,0,2
30,0,0,0,0,0,3,4,4,4,1,2,0,1
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,0
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,0
40,0,0,0,0,0,4,4,1,2,-1,7,0,0
41,0,0,0,0,0,1,2,-1,7,0,5,0,3
42,0,0,0,0,0,1,2,2,3,0,5,0,3
43,1,0,0,0,1,2,3,0,5,4,9,0,3
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,2
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,1
51,0,0,0,0,0,0,5,4,9,-2,-1,1,2
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,1
29,0,0,0,0,0,2,6,3,4,4,4,0,2
30,0,0,0,0,0,3,4,4,4,1,2,0,1
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,0
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,0
40,0,0,0,0,0,4,4,1,2,-1,7,0,0
41,0,0,0,0,0,1,2,-1,7,0,5,0,3
42,0,0,0,0,0,1,2,2,3,0,5,0,3
43,1,0,0,0,1,2,3,0,5,4,9,0,3
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,2
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,1
51,0,0,0,0,0,0,5,4,9,-2,-1,1,2
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,1
29,0,0,0,0,0,2,6,3,4,4,4,0,2
30,0,0,0,0,0,3,4,4,4,1,2,0,1
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,0
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,0
40,0,0,0,0,0,4,4,1,2,-1,7,0,0
41,0,0,0,0,0,1,2,-1,7,0,5,0,3
42,0,0,0,0,0,1,2,2,3,0,5,0,3
43,1,0,0,0,1,2,3,0,5,4,9,0,3
44,0,0,0,0,0,2,3,2,6,4,9,0,3
45,0,1,0,0,1,2,6,4,9,-2,-1,1,2
46,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
47,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,1
48,0,0,0,0,0,-1,7,-2,-1,-2,-1,4,1
49,0,0,0,0,0,-1,7,0,5,-2,-1,4,2
50,0,0,0,0,0,0,5,-2,-1,-2,-1,0,1
51,0,0,0,0,0,0,5,4,9,-2,-1,1,2
52,0,0,0,0,0,4,9,-2,-1,-2,-1,1,1
53,0,0,0,0,0,4,9,-2,-1,-2,-1,0,1
0,0,0,0,0,0,1,8,-2,-1,-2,-1,1,1
1,0,0,0,0,0,1,8,-2,-1,-2,-1,0,1
2,0,0,0,1,1,1,8,1,12,-2,-1,0,2
3,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
4,0,0,1,0,1,1,12,4,8,-2,-1,2,2
5,0,0,0,0,0,4,8,-2,-1,-2,-1,2,1
6,0,0,0,0,0,4,8,-2,-1,-2,-1,0,1
7,0,0,0,1,1,4,5,-2,-1,-2,-1,0,1
8,0,0,0,0,0,1,8,4,5,-2,-1,1,2
9,0,0,0,0,0,1,8,4,5,3,11,0,3
10,0,0,0,0,0,1,8,1,12,3,11,0,3
11,0,0,0,0,0,1,12,3,11,0,11,0,3
12,0,0,0,0,0,1,12,4,8,0,11,0,3
13,0,0,1,0,1,4,8,0,11,2,3,0,3
14,0,0,0,0,0,4,8,2,3,-2,-1,5,2
15,0,0,0,0,0,2,3,-2,-1,-2,-1,5,1
16,0,0,0,0,0,2,6,-2,-1,-2,-1,1,1
17,0,0,0,0,0,4,5,2,6,-2,-1,1,2
18,0,0,0,0,0,4,5,2,6,3,4,0,3
19,0,1,0,0,1,4,5,3,11,3,4,0,3
20,0,0,0,0,0,3,11,3,4,0,10,0,3
21,0,0,1,0,1,3,11,0,11,0,10,0,3
22,0,0,0,0,0,0,11,0,10,3,9,0,3
23,0,0,0,0,0,0,11,2,3,3,9,0,3
24,1,0,0,0,1,2,3,3,9,0,10,0,3
25,0,0,0,0,0,2,3,0,10,-2,-1,0,2
26,1,0,0,0,1,0,10,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,6,-2,-1,-2,-1,0,1
28,0,0,0,0,0,2,6,4,4,-2,-1,6,1
29,0,0,0,0,0,2,6,3,4,4,4,0,2
30,0,0,0,0,0,3,4,4,4,1,2,0,1
31,0,0,0,0,0,3,4,0,10,1,2,0,3
32,0,0,0,0,0,0,10,1,2,2,3,0,3
33,0,0,0,0,0,0,10,3,9,2,3,0,3
34,0,0,0,0,0,3,9,2,3,2,6,0,3
35,0,0,0,0,0,3,9,0,10,2,6,0,3
36,0,1,0,0,1,0,10,2,6,-2,-1,0,2
37,0,0,0,0,0,0,10,-2,-1,-2,-1,3,1
38,0,0,1,0,1,4,4,-2,-1,-2,-1,6,0
39,0,0,0,0,0,4,4,-1,7,-2,-1,0,0
